Species,Tag,OriginalStemID,TrueStemID,CensusID,DBH,ExactDate,ListOfTSM,growth_form
sp2,14,1,1,8,,2014-10-16,,tree
sp2,14,2,2,8,47.7119241706931,2014-10-16,,tree
sp2,14,3,3,8,57.8198069013311,2014-10-16,,tree
sp2,14,4,4,8,14.2130426672156,2014-10-16,,tree
sp2,14,1,1,9,,2019-10-11,,tree
sp2,14,2,2,9,53.700247671509,2019-10-11,,tree
sp2,14,3,3,9,58.206576604627,2019-10-11,,tree
sp2,14,4,4,9,19.7956282497261,2019-10-11,,tree
sp2,15,1,,1,,1980-01-01,,tree
sp2,15,2,,1,6.43536433022576,1980-01-01,,tree
sp2,15,3,,1,,1980-01-01,,tree
sp2,15,4,,1,6.35708217032227,1980-01-01,,tree
sp2,15,5,,1,10.5277296877634,1980-01-01,,tree
sp2,15,1,,2,,1985-01-08,,tree
sp2,15,2,,2,14.2440581825336,1985-01-08,,tree
sp2,15,3,,2,,1985-01-08,,tree
sp2,15,4,,2,13.0595392431898,1985-01-08,,tree
sp2,15,5,,2,16.4850890112292,1985-01-08,,tree
sp2,15,1,,3,,1989-11-07,,tree
sp2,15,2,,3,21.8334446020297,1989-11-07,,tree
sp2,15,3,,3,,1989-11-07,,tree
sp2,15,4,,3,19.2561689359655,1989-11-07,,tree
sp2,15,5,,3,21.7020690264341,1989-11-07,,tree
sp2,15,1,,4,,1994-09-08,,tree
sp2,15,2,,4,29.0421857674441,1994-09-08,,tree
sp2,15,3,,4,,1994-09-08,,tree
sp2,15,4,,4,25.2996479807976,1994-09-08,,tree
sp2,15,5,,4,24.5553681399127,1994-09-08,,tree
sp2,15,1,,5,0.876947827018533,1999-07-09,,tree
sp2,15,2,,5,34.6000109586872,1999-07-09,,tree
sp2,15,3,,5,,1999-07-09,,tree
sp2,15,4,,5,30.6353739063133,1999-07-09,,tree
sp2,15,5,,5,34.8523448770201,1999-07-09,,tree
sp2,15,1,,6,4.06403798666422,2004-07-29,,tree
sp2,15,2,,6,43.0288024555046,2004-07-29,,tree
sp2,15,3,,6,,2004-07-29,,tree
sp2,15,4,,6,35.2883124731881,2004-07-29,,tree
sp2,15,5,,6,41.9172633535156,2004-07-29,,tree
sp2,15,1,1,7,7.3233081858001,2009-08-15,,tree
sp2,15,2,2,7,49.3565865475672,2009-08-15,,tree
sp2,15,3,3,7,0.50304619455479,2009-08-15,,tree
sp2,15,4,4,7,38.5236511089173,2009-08-15,,tree
sp2,15,5,5,7,50.2988999217725,2009-08-15,,tree
sp2,15,1,1,8,12.1375475169085,2014-08-08,,tree
sp2,15,2,2,8,59.9277754247837,2014-08-08,,tree
sp2,15,3,3,8,1.15893696968442,2014-08-08,,tree
sp2,15,4,4,8,53.6197682694375,2014-08-08,,tree
sp2,15,5,5,8,55.394425133033,2014-08-08,,tree
sp2,15,1,1,9,17.8598578568593,2019-09-21,,tree
sp2,15,2,2,9,73.3261746653997,2019-09-21,,tree
sp2,15,3,3,9,3.4228795483426,2019-09-21,,tree
sp2,15,4,4,9,64.3669168174391,2019-09-21,,tree
sp2,15,5,5,9,68.7978590705211,2019-09-21,,tree
sp2,16,1,,1,,1980-01-01,,tree
sp2,16,2,,1,86.0949594753855,1980-01-01,,tree
sp2,16,3,,1,7.9341289068332,1980-01-01,,tree
sp2,16,1,,2,,1985-02-12,,tree
sp2,16,2,,2,98.9695200975576,1985-02-12,,tree
sp2,16,3,,2,13.081546789332,1985-02-12,,tree
sp2,16,1,,3,,1990-02-19,,tree
sp2,16,2,,3,111.183181552018,1990-02-19,,tree
sp2,16,3,,3,17.1829316733304,1990-02-19,,tree
sp2,16,1,,4,,1995-02-23,,tree
sp2,16,2,,4,,1995-02-23,,tree
sp2,16,3,,4,23.5024416926243,1995-02-23,,tree
sp2,16,1,,5,,1999-12-15,,tree
sp2,16,2,,5,,1999-12-15,,tree
sp2,16,3,,5,31.0641051887645,1999-12-15,,tree
sp2,16,1,,6,,2004-12-23,,tree
sp2,16,2,,6,,2004-12-23,,tree
sp2,16,3,,6,34.8811797960768,2004-12-23,,tree
sp2,16,1,1,7,,2009-12-26,,tree
sp2,16,2,2,7,,2009-12-26,,tree
sp2,16,3,3,7,41.5196960145915,2009-12-26,,tree
sp2,16,1,1,8,0.463965085664519,2014-11-24,,tree
sp2,16,2,2,8,,2014-11-24,,tree
sp2,16,3,3,8,42.4580931827269,2014-11-24,,tree
sp2,16,1,1,9,1.87764179786707,2019-11-12,,tree
sp2,16,2,2,9,,2019-11-12,,tree
sp2,16,3,3,9,54.0826698753818,2019-11-12,,tree
sp2,17,1,,1,9.13053247266929,1980-01-01,,tree
sp2,17,2,,1,,1980-01-01,,tree
sp2,17,1,,2,17.8472408834956,1985-02-05,,tree
sp2,17,2,,2,,1985-02-05,,tree
sp2,17,1,,3,24.6962532663675,1990-03-19,,tree
sp2,17,2,,3,0.758777945417229,1990-03-19,,tree
sp2,17,1,,4,34.4676921677045,1995-04-08,,tree
sp2,17,2,,4,3.45362101186215,1995-04-08,,tree
sp2,17,1,,5,46.2241535594501,2000-03-15,,tree
sp2,17,2,,5,7.76587132625942,2000-03-15,,tree
sp2,17,1,,6,54.5831006927556,2005-04-02,,tree
sp2,17,2,,6,12.1690649183703,2005-04-02,,tree
sp2,17,1,1,7,59.8411165649203,2010-05-20,,tree
sp2,17,2,2,7,17.6912383211742,2010-05-20,,tree
sp2,17,1,1,8,70.6983254691036,2015-04-14,,tree
sp2,17,2,2,8,20.4859100904595,2015-04-14,,tree
sp2,17,1,1,9,82.1474392830574,2020-04-10,,tree
sp2,17,2,2,9,26.1138994606962,2020-04-10,,tree
sp2,18,1,,1,4.75220978065362,1980-01-01,,tree
sp2,18,2,,1,4.33525736776363,1980-01-01,,tree
sp2,18,1,,2,11.2564872138259,1984-11-05,,tree
sp2,18,2,,2,8.66368064268828,1984-11-05,,tree
sp2,18,1,,3,18.142966772764,1989-09-22,,tree
sp2,18,2,,3,12.622087367311,1989-09-22,,tree
sp2,18,1,,4,25.2018455249169,1994-09-15,,tree
sp2,18,2,,4,20.4161541811961,1994-09-15,,tree
sp2,18,1,,5,35.2603729450655,1999-09-27,,tree
sp2,18,2,,5,23.8737310889637,1999-09-27,,tree
sp2,18,1,,6,39.4511557950038,2004-10-09,,tree
sp2,18,2,,6,28.2838422181232,2004-10-09,,tree
sp2,18,1,1,7,48.061968569063,2009-10-27,,tree
sp2,18,2,2,7,32.5705950632105,2009-10-27,,tree
sp2,18,1,1,8,57.416343507165,2014-11-30,,tree
sp2,18,2,2,8,41.8400917205498,2014-11-30,,tree
sp2,18,1,1,9,66.4659172345938,2019-10-22,,tree
sp2,18,2,2,9,53.2862908903986,2019-10-22,,tree
sp2,19,1,,1,16.1526178257337,1980-01-01,,tree
sp2,19,2,,1,13.6763135520586,1980-01-01,,tree
sp2,19,3,,1,7.74731835084355,1980-01-01,,tree
sp2,19,4,,1,14.0231347123994,1980-01-01,,tree
sp2,19,5,,1,14.5833988309832,1980-01-01,,tree
sp2,19,6,,1,,1980-01-01,,tree
sp2,19,1,,2,21.6535934823354,1985-01-29,,tree
sp2,19,2,,2,18.2620477277724,1985-01-29,,tree
sp2,19,3,,2,11.6419118040501,1985-01-29,,tree
sp2,19,4,,2,21.0920556459096,1985-01-29,,tree
sp2,19,5,,2,20.4999990164027,1985-01-29,,tree
sp2,19,6,,2,0.278077648096506,1985-01-29,,tree
sp2,19,1,,3,29.688025849455,1990-03-11,,tree
sp2,19,2,,3,26.2778266485608,1990-03-11,,tree
sp2,19,3,,3,18.7472853248362,1990-03-11,,tree
sp2,19,4,,3,24.5052706131358,1990-03-11,,tree
sp2,19,5,,3,28.0696235887962,1990-03-11,,tree
sp2,19,6,,3,1.65148210629012,1990-03-11,,tree
sp2,19,1,,4,37.556296358752,1995-02-25,,tree
sp2,19,2,,4,33.9300369322859,1995-02-25,,tree
sp2,19,3,,4,25.4081343159902,1995-02-25,,tree
sp2,19,4,,4,35.9147958954401,1995-02-25,,tree
sp2,19,5,,4,34.4099019316969,1995-02-25,,tree
sp2,19,6,,4,5.85911071288757,1995-02-25,,tree
sp2,19,1,,5,45.743793371091,2000-02-12,,tree
sp2,19,2,,5,36.4754956715031,2000-02-12,,tree
sp2,19,3,,5,30.4323075740026,2000-02-12,,tree
sp2,19,4,,5,38.6636528262397,2000-02-12,,tree
sp2,19,5,,5,45.6480045850281,2000-02-12,,tree
sp2,19,6,,5,10.0077640808142,2000-02-12,,tree
sp2,19,1,,6,,2005-02-03,,tree
sp2,19,2,,6,45.2207364812441,2005-02-03,,tree
sp2,19,3,,6,35.5100199207964,2005-02-03,,tree
sp2,19,4,,6,52.3649381919615,2005-02-03,,tree
sp2,19,5,,6,58.0091535179077,2005-02-03,,tree
sp2,19,6,,6,14.8074883042485,2005-02-03,,tree
sp2,19,1,1,7,,2010-03-13,,tree
sp2,19,2,2,7,53.1614796945906,2010-03-13,,tree
sp2,19,3,3,7,44.1742323556,2010-03-13,,tree
sp2,19,4,4,7,59.8142475628767,2010-03-13,,tree
sp2,19,5,5,7,67.8083574637526,2010-03-13,,tree
sp2,19,6,6,7,21.3716887119839,2010-03-13,,tree
sp2,19,1,1,8,,2015-02-24,,tree
sp2,19,2,2,8,63.6073448924849,2015-02-24,,tree
sp2,19,3,3,8,49.2808632224765,2015-02-24,,tree
sp2,19,4,4,8,70.7947848196608,2015-02-24,,tree
sp2,19,5,5,8,,2015-02-24,,tree
sp2,19,6,6,8,30.4924773458782,2015-02-24,,tree
sp2,19,1,1,9,,2020-03-06,,tree
sp2,19,2,2,9,63.6073448924849,2020-03-06,,tree
sp2,19,3,3,9,55.58429533927,2020-03-06,,tree
sp2,19,4,4,9,78.7620273994272,2020-03-06,,tree
sp2,19,5,5,9,,2020-03-06,,tree
sp2,19,6,6,9,39.309923786267,2020-03-06,,tree
sp2,20,1,,1,27.3983722435619,1980-01-01,,tree
sp2,20,2,,1,,1980-01-01,,tree
sp2,20,3,,1,,1980-01-01,,tree
sp2,20,4,,1,7.08824108639384,1980-01-01,,tree
sp2,20,5,,1,45.686995413546,1980-01-01,,tree
sp2,20,6,,1,,1980-01-01,,tree
sp2,20,1,,2,36.518450623306,1985-01-03,,tree
sp2,20,2,,2,,1985-01-03,,tree
sp2,20,3,,2,0.851750614923347,1985-01-03,,tree
sp2,20,4,,2,11.7715570902376,1985-01-03,,tree
sp2,20,5,,2,49.3158112639434,1985-01-03,,tree
sp2,20,6,,2,,1985-01-03,,tree
sp2,20,1,,3,43.7806654487623,1989-12-16,,tree
sp2,20,2,,3,,1989-12-16,,tree
sp2,20,3,,3,2.97934698476979,1989-12-16,,tree
sp2,20,4,,3,15.7386599953762,1989-12-16,,tree
sp2,20,5,,3,61.2991544978441,1989-12-16,,tree
sp2,20,6,,3,,1989-12-16,,tree
sp2,20,1,,4,56.3788433569888,1995-01-29,,tree
sp2,20,2,,4,,1995-01-29,,tree
sp2,20,3,,4,6.9118385882509,1995-01-29,,tree
sp2,20,4,,4,24.5407173929118,1995-01-29,,tree
sp2,20,5,,4,65.1382235687901,1995-01-29,,tree
sp2,20,6,,4,,1995-01-29,,tree
sp2,20,1,,5,59.2522510665856,2000-02-24,,tree
sp2,20,2,,5,,2000-02-24,,tree
sp2,20,3,,5,13.2931307890257,2000-02-24,,tree
sp2,20,4,,5,30.7883945582932,2000-02-24,,tree
sp2,20,5,,5,68.5084090208502,2000-02-24,,tree
sp2,20,6,,5,,2000-02-24,,tree
sp2,20,1,,6,,2005-03-11,,tree
sp2,20,2,,6,,2005-03-11,,tree
sp2,20,3,,6,17.3738034908876,2005-03-11,,tree
sp2,20,4,,6,39.9463956282407,2005-03-11,,tree
sp2,20,5,,6,,2005-03-11,,tree
sp2,20,6,,6,0.950011730466739,2005-03-11,,tree
sp2,20,1,1,7,,2010-03-06,,tree
sp2,20,2,2,7,0.727619554020384,2010-03-06,,tree
sp2,20,3,3,7,26.0822440926794,2010-03-06,,tree
sp2,20,4,4,7,42.4395710575296,2010-03-06,,tree
sp2,20,5,5,7,,2010-03-06,,tree
sp2,20,6,6,7,3.62154235155183,2010-03-06,,tree
sp2,20,1,1,8,,2015-01-28,,tree
sp2,20,2,2,8,3.33688349590811,2015-01-28,,tree
sp2,20,3,3,8,34.605482078217,2015-01-28,,tree
sp2,20,4,4,8,46.8457202041719,2015-01-28,,tree
sp2,20,5,5,8,,2015-01-28,,tree
sp2,20,6,6,8,6.88785545834396,2015-01-28,,tree
sp2,20,1,1,9,,2020-01-28,,tree
sp2,20,2,2,9,7.22860318789975,2020-01-28,,tree
sp2,20,3,3,9,42.1950887433979,2020-01-28,,tree
sp2,20,4,4,9,51.2352349484401,2020-01-28,,tree
sp2,20,5,5,9,,2020-01-28,,tree
sp2,20,6,6,9,11.3331852663034,2020-01-28,,tree
sp2,21,1,,1,17.7996203174068,1980-01-01,,tree
sp2,21,2,,1,,1980-01-01,,tree
sp2,21,3,,1,,1980-01-01,,tree
sp2,21,4,,1,,1980-01-01,,tree
sp2,21,5,,1,31.2707100919187,1980-01-01,,tree
sp2,21,1,,2,21.9883863998978,1985-01-26,,tree
sp2,21,2,,2,,1985-01-26,,tree
sp2,21,3,,2,,1985-01-26,,tree
sp2,21,4,,2,,1985-01-26,,tree
sp2,21,5,,2,43.5629949343004,1985-01-26,,tree
sp2,21,1,,3,30.9123011342619,1990-02-20,,tree
sp2,21,2,,3,0.607733016681585,1990-02-20,,tree
sp2,21,3,,3,,1990-02-20,,tree
sp2,21,4,,3,,1990-02-20,,tree
sp2,21,5,,3,50.9296794321599,1990-02-20,,tree
sp2,21,1,,4,35.344704074143,1995-02-14,,tree
sp2,21,2,,4,1.50539992475182,1995-02-14,,tree
sp2,21,3,,4,,1995-02-14,,tree
sp2,21,4,,4,,1995-02-14,,tree
sp2,21,5,,4,57.8863050332907,1995-02-14,,tree
sp2,21,1,,5,39.6219354177495,2000-02-24,,tree
sp2,21,2,,5,4.67343866616688,2000-02-24,,tree
sp2,21,3,,5,,2000-02-24,,tree
sp2,21,4,,5,,2000-02-24,,tree
sp2,21,5,,5,,2000-02-24,,tree
sp2,21,1,,6,55.0612487661858,2005-02-13,,tree
sp2,21,2,,6,9.65365936147444,2005-02-13,,tree
sp2,21,3,,6,,2005-02-13,,tree
sp2,21,4,,6,,2005-02-13,,tree
sp2,21,5,,6,,2005-02-13,,tree
sp2,21,1,1,7,62.0130886461153,2010-01-16,,tree
sp2,21,2,2,7,14.5213320868333,2010-01-16,,tree
sp2,21,3,3,7,0.538960352899227,2010-01-16,,tree
sp2,21,4,4,7,,2010-01-16,,tree
sp2,21,5,5,7,,2010-01-16,,tree
sp2,21,1,1,8,73.3857680467699,2015-03-11,,tree
sp2,21,2,2,8,20.9955482348254,2015-03-11,,tree
sp2,21,3,3,8,2.48229841332249,2015-03-11,,tree
sp2,21,4,4,8,0.668928738730125,2015-03-11,,tree
sp2,21,5,5,8,,2015-03-11,,tree
sp2,21,1,1,9,83.4536863131119,2020-02-16,,tree
sp2,21,2,2,9,27.2765876684911,2020-02-16,,tree
sp2,21,3,3,9,6.8475570884902,2020-02-16,,tree
sp2,21,4,4,9,4.12556592887305,2020-02-16,,tree
sp2,21,5,5,9,,2020-02-16,,tree
sp2,22,1,,1,18.1559174783915,1980-01-01,,tree
sp2,22,2,,1,,1980-01-01,,tree
sp2,22,3,,1,35.8828270720279,1980-01-01,,tree
sp2,22,4,,1,,1980-01-01,,tree
sp2,22,5,,1,11.2906913895323,1980-01-01,,tree
sp2,22,1,,2,26.4113823001311,1984-11-23,,tree
sp2,22,2,,2,,1984-11-23,,tree
sp2,22,3,,2,44.6951918507249,1984-11-23,,tree
sp2,22,4,,2,,1984-11-23,,tree
sp2,22,5,,2,17.1272648022066,1984-11-23,,tree
sp2,22,1,,3,36.4504800581004,1989-12-21,,tree
sp2,22,2,,3,,1989-12-21,,tree
sp2,22,3,,3,55.7495751831449,1989-12-21,,tree
sp2,22,4,,3,0.329194699570029,1989-12-21,,tree
sp2,22,5,,3,24.7955986229519,1989-12-21,,tree
sp2,22,1,,4,43.9020207844768,1995-02-08,,tree
sp2,22,2,,4,,1995-02-08,,tree
sp2,22,3,,4,65.5819072849321,1995-02-08,,tree
sp2,22,4,,4,1.85416199348292,1995-02-08,,tree
sp2,22,5,,4,26.5702301495148,1995-02-08,,tree
sp2,22,1,,5,46.4876138927795,1999-11-20,,tree
sp2,22,2,,5,,1999-11-20,,tree
sp2,22,3,,5,75.0700229746983,1999-11-20,,tree
sp2,22,4,,5,5.0817405644677,1999-11-20,,tree
sp2,22,5,,5,,1999-11-20,,tree
sp2,22,1,,6,52.0325917125841,2004-12-17,,tree
sp2,22,2,,6,0.258086654206241,2004-12-17,,tree
sp2,22,3,,6,87.5643830796421,2004-12-17,,tree
sp2,22,4,,6,10.5843518250424,2004-12-17,,tree
sp2,22,5,,6,,2004-12-17,,tree
sp2,22,1,1,7,59.6792130921804,2010-03-25,,tree
sp2,22,2,2,7,2.12990277812647,2010-03-25,,tree
sp2,22,3,3,7,95.1430662243924,2010-03-25,,tree
sp2,22,4,4,7,16.2801609471698,2010-03-25,,tree
sp2,22,5,5,7,,2010-03-25,,tree
sp2,22,1,1,8,59.6792130921804,2015-02-28,,tree
sp2,22,2,2,8,7.26526953283367,2015-02-28,,tree
sp2,22,3,3,8,108.635045393824,2015-02-28,,tree
sp2,22,4,4,8,22.9838958104161,2015-02-28,,tree
sp2,22,5,5,8,,2015-02-28,,tree
sp2,22,1,1,9,79.9046088855845,2020-03-14,,tree
sp2,22,2,2,9,10.8596947810837,2020-03-14,,tree
sp2,22,3,3,9,108.635045393824,2020-03-14,,tree
sp2,22,4,4,9,31.158576434062,2020-03-14,,tree
sp2,22,5,5,9,,2020-03-14,,tree
sp2,23,1,,1,,1980-01-01,,tree
sp2,23,2,,1,8.10718110465929,1980-01-01,,tree
sp2,23,3,,1,6.53738970816519,1980-01-01,,tree
sp2,23,4,,1,47.4778752222328,1980-01-01,,tree
sp2,23,5,,1,,1980-01-01,,tree
sp2,23,1,,2,0.571343094050982,1985-02-21,,tree
sp2,23,2,,2,14.230860661413,1985-02-21,,tree
sp2,23,3,,2,11.4563863385914,1985-02-21,,tree
sp2,23,4,,2,53.6708802012377,1985-02-21,,tree
sp2,23,5,,2,,1985-02-21,,tree
sp2,23,1,,3,2.34303535941866,1990-02-08,,tree
sp2,23,2,,3,18.6910425833431,1990-02-08,,tree
sp2,23,3,,3,18.3175113076061,1990-02-08,,tree
sp2,23,4,,3,67.0762454035728,1990-02-08,,tree
sp2,23,5,,3,,1990-02-08,,tree
sp2,23,1,,4,5.06778216378644,1995-01-24,,tree
sp2,23,2,,4,23.0603420099408,1995-01-24,,tree
sp2,23,3,,4,26.4971425704344,1995-01-24,,tree
sp2,23,4,,4,68.7614143540227,1995-01-24,,tree
sp2,23,5,,4,,1995-01-24,,tree
sp2,23,1,,5,9.28384116680248,2000-02-12,,tree
sp2,23,2,,5,28.1128871410827,2000-02-12,,tree
sp2,23,3,,5,33.1782527487368,2000-02-12,,tree
sp2,23,4,,5,89.6310284284774,2000-02-12,,tree
sp2,23,5,,5,0.978559608481586,2000-02-12,,tree
sp2,23,1,,6,14.6525691965666,2005-01-24,,tree
sp2,23,2,,6,37.4659784747253,2005-01-24,,tree
sp2,23,3,,6,42.9050317962622,2005-01-24,,tree
sp2,23,4,,6,89.6310284284774,2005-01-24,,tree
sp2,23,5,,6,3.70619292566471,2005-01-24,,tree
sp2,23,1,1,7,19.9748061937787,2010-01-16,,tree
sp2,23,2,2,7,44.8392868964269,2010-01-16,,tree
sp2,23,3,3,7,47.4730645153107,2010-01-16,,tree
sp2,23,4,4,7,107.973671940486,2010-01-16,,tree
sp2,23,5,5,7,8.34744614377196,2010-01-16,,tree
sp2,23,1,1,8,24.1560674497384,2015-01-24,,tree
sp2,23,2,2,8,57.2485329269686,2015-01-24,,tree
sp2,23,3,3,8,48.7124780800167,2015-01-24,,tree
sp2,23,4,4,8,118.766031120261,2015-01-24,,tree
sp2,23,5,5,8,15.755888941698,2015-01-24,,tree
sp2,23,1,1,9,32.9164525208501,2020-01-09,,tree
sp2,23,2,2,9,68.6697519085263,2020-01-09,,tree
sp2,23,3,3,9,57.0975762690183,2020-01-09,,tree
sp2,23,4,4,9,125.934027586204,2020-01-09,,tree
sp2,23,5,5,9,23.1307052632015,2020-01-09,,tree
sp2,24,1,,1,37.7138921900321,1980-01-01,,tree
sp2,24,2,,1,,1980-01-01,,tree
sp2,24,3,,1,38.5697242813686,1980-01-01,,tree
sp2,24,4,,1,40.2545870889669,1980-01-01,,tree
sp2,24,5,,1,18.827296902599,1980-01-01,,tree
sp2,24,1,,2,44.1409620722946,1985-01-10,,tree
sp2,24,2,,2,,1985-01-10,,tree
sp2,24,3,,2,52.2579181519043,1985-01-10,,tree
sp2,24,4,,2,48.1470155436008,1985-01-10,,tree
sp2,24,5,,2,28.6938403050804,1985-01-10,,tree
sp2,24,1,,3,50.9594011691486,1989-12-05,,tree
sp2,24,2,,3,0.685749111295654,1989-12-05,,tree
sp2,24,3,,3,59.5597510234846,1989-12-05,,tree
sp2,24,4,,3,57.8815492815016,1989-12-05,,tree
sp2,24,5,,3,33.3532607341558,1989-12-05,,tree
sp2,24,1,,4,54.2433268024603,1994-11-05,,tree
sp2,24,2,,4,2.77312249513855,1994-11-05,,tree
sp2,24,3,,4,69.0359486293,1994-11-05,,tree
sp2,24,4,,4,69.8474498408728,1994-11-05,,tree
sp2,24,5,,4,43.4490852759218,1994-11-05,,tree
sp2,24,1,,5,56.1890404522615,1999-09-18,,tree
sp2,24,2,,5,7.84879019920494,1999-09-18,,tree
sp2,24,3,,5,77.2234008942517,1999-09-18,,tree
sp2,24,4,,5,73.8546299031952,1999-09-18,,tree
sp2,24,5,,5,50.7533686697233,1999-09-18,,tree
sp2,24,1,,6,73.4965739853269,2004-08-28,,tree
sp2,24,2,,6,12.4756119332037,2004-08-28,,tree
sp2,24,3,,6,81.669314798361,2004-08-28,,tree
sp2,24,4,,6,91.9298103750308,2004-08-28,,tree
sp2,24,5,,6,63.4070698851498,2004-08-28,,tree
sp2,24,1,1,7,82.9519939084527,2009-09-14,,tree
sp2,24,2,2,7,17.8046421844176,2009-09-14,,tree
sp2,24,3,3,7,86.163741784051,2009-09-14,,tree
sp2,24,4,4,7,93.6106988178995,2009-09-14,,tree
sp2,24,5,5,7,76.84999850087,2009-09-14,,tree
sp2,24,1,1,8,101.842094064712,2014-08-19,,tree
sp2,24,2,2,8,23.6863874581518,2014-08-19,,tree
sp2,24,3,3,8,,2014-08-19,,tree
sp2,24,4,4,8,120.152904112652,2014-08-19,,tree
sp2,24,5,5,8,86.5538320615596,2014-08-19,,tree
sp2,24,1,1,9,124.346198914658,2019-10-25,,tree
sp2,24,2,2,9,30.0487201324413,2019-10-25,,tree
sp2,24,3,3,9,,2019-10-25,,tree
sp2,24,4,4,9,133.430718556163,2019-10-25,,tree
sp2,24,5,5,9,97.5796608675185,2019-10-25,,tree
sp2,25,1,,1,,1980-01-01,,tree
sp2,25,2,,1,2.6530482119136,1980-01-01,,tree
sp2,25,3,,1,18.8860806498119,1980-01-01,,tree
sp2,25,1,,2,0.887017627321535,1985-02-21,,tree
sp2,25,2,,2,7.17948059848195,1985-02-21,,tree
sp2,25,3,,2,26.3458397760133,1985-02-21,,tree
sp2,25,1,,3,3.34581173343702,1990-01-22,,tree
sp2,25,2,,3,10.4295796278071,1990-01-22,,tree
sp2,25,3,,3,36.2272030922351,1990-01-22,,tree
sp2,25,1,,4,7.33020473554612,1995-02-04,,tree
sp2,25,2,,4,16.2122758232505,1995-02-04,,tree
sp2,25,3,,4,46.1092046993531,1995-02-04,,tree
sp2,25,1,,5,12.4331420572077,2000-02-11,,tree
sp2,25,2,,5,21.0543455363087,2000-02-11,,tree
sp2,25,3,,5,48.0679075831347,2000-02-11,,tree
sp2,25,1,,6,19.2987192371087,2004-11-09,,tree
sp2,25,2,,6,25.0987857642731,2004-11-09,,tree
sp2,25,3,,6,53.458734689515,2004-11-09,,tree
sp2,25,1,1,7,29.0869615370921,2009-12-04,,tree
sp2,25,2,2,7,32.5248333591995,2009-12-04,,tree
sp2,25,3,3,7,73.2647147380071,2009-12-04,,tree
sp2,25,1,1,8,35.7991546970879,2014-10-26,,tree
sp2,25,2,2,8,36.3211020307731,2014-10-26,,tree
sp2,25,3,3,8,83.2159862507786,2014-10-26,,tree
sp2,25,1,1,9,40.0577277543262,2019-11-18,,tree
sp2,25,2,2,9,41.3523130578484,2019-11-18,,tree
sp2,25,3,3,9,83.2159862507786,2019-11-18,,tree
sp3,26,1,,1,,1980-01-01,,palm
sp3,26,2,,1,13.4228313378295,1980-01-01,,palm
sp3,26,3,,1,14.9190093145015,1980-01-01,,palm
sp3,26,4,,1,53.0838627845817,1980-01-01,,palm
sp3,26,1,,2,,1984-12-02,,palm
sp3,26,2,,2,24.0165887260363,1984-12-02,,palm
sp3,26,3,,2,21.0743783516094,1984-12-02,,palm
sp3,26,4,,2,63.1990050571041,1984-12-02,,palm
sp3,26,1,,3,,1989-11-12,,palm
sp3,26,2,,3,,1989-11-12,,palm
sp3,26,3,,3,21.0743783516094,1989-11-12,,palm
sp3,26,4,,3,63.1990050571041,1989-11-12,,palm
sp3,26,1,,4,,1994-12-15,,palm
sp3,26,2,,4,,1994-12-15,,palm
sp3,26,3,,4,33.0872041772827,1994-12-15,,palm
sp3,26,4,,4,72.8641993240875,1994-12-15,,palm
sp3,26,1,,5,,1999-12-01,,palm
sp3,26,2,,5,,1999-12-01,,palm
sp3,26,3,,5,44.58140664912,1999-12-01,,palm
sp3,26,4,,5,84.5644534044138,1999-12-01,,palm
sp3,26,1,,6,,2004-11-01,,palm
sp3,26,2,,6,,2004-11-01,,palm
sp3,26,3,,6,,2004-11-01,,palm
sp3,26,4,,6,84.5644534044138,2004-11-01,,palm
sp3,26,1,1,7,,2009-10-18,,palm
sp3,26,2,2,7,,2009-10-18,,palm
sp3,26,3,3,7,,2009-10-18,,palm
sp3,26,4,4,7,90.7835274306592,2009-10-18,,palm
sp3,26,1,1,8,0.583943384891578,2014-09-24,,palm
sp3,26,2,2,8,,2014-09-24,,palm
sp3,26,3,3,8,,2014-09-24,,palm
sp3,26,4,4,8,103.027259458714,2014-09-24,,palm
sp3,26,1,1,9,1.32716166698366,2019-07-20,,palm
sp3,26,2,2,9,,2019-07-20,,palm
sp3,26,3,3,9,,2019-07-20,,palm
sp3,26,4,4,9,111.461001153273,2019-07-20,,palm
sp3,27,1,,1,8.57351983464654,1980-01-01,,palm
sp3,27,2,,1,20.4654058437753,1980-01-01,,palm
sp3,27,3,,1,,1980-01-01,,palm
sp3,27,4,,1,6.90036954679171,1980-01-01,,palm
sp3,27,5,,1,8.47646097987494,1980-01-01,,palm
sp3,27,1,,2,15.6166158013029,1985-01-05,,palm
sp3,27,2,,2,30.8400655533816,1985-01-05,,palm
sp3,27,3,,2,,1985-01-05,,palm
sp3,27,4,,2,15.6756769356745,1985-01-05,,palm
sp3,27,5,,2,16.1056543620492,1985-01-05,,palm
sp3,27,1,,3,18.5762162820636,1989-12-13,,palm
sp3,27,2,,3,33.9191557855165,1989-12-13,,palm
sp3,27,3,,3,,1989-12-13,,palm
sp3,27,4,,3,19.8763262950869,1989-12-13,,palm
sp3,27,5,,3,16.1056543620492,1989-12-13,,palm
sp3,27,1,,4,29.0834459887207,1994-10-31,,palm
sp3,27,2,,4,44.4911059049583,1994-10-31,,palm
sp3,27,3,,4,,1994-10-31,,palm
sp3,27,4,,4,27.2827756885838,1994-10-31,,palm
sp3,27,5,,4,25.2754077350492,1994-10-31,,palm
sp3,27,1,,5,38.3453650505945,1999-12-22,,palm
