Tag,species,OriginalStemID,TrueStemID,CensusID,BirthCensus,DeathCensus,DBH_true,DBH,AnnualGrowth,YearFactor,ObsSD
14,all,2,2,8,2,9,17.22141219,16.36390903,0.456528482,1,0.4
14,all,2,2,9,2,9,19.5040546,20.02223187,,1,0.4
14,all,3,,1,1,9,25.83595016,26.11038319,0.427451346,1,0.4
14,all,3,,2,1,9,27.97320689,27.90122175,0.553297841,1,0.4
14,all,3,,3,1,9,30.73969609,30.77515343,0.186299657,0.5,0.4
14,all,3,,4,1,9,31.67119438,31.13951504,0.370791116,1,0.4
14,all,3,,5,1,9,33.52514996,33.34375,0.251989528,1,0.4
14,all,3,,6,1,9,34.7850976,34.46635347,0.149206636,0.5,0.4
14,all,3,3,7,1,9,35.53113078,35.65112367,0.337811221,1,0.4
14,all,3,3,8,1,9,37.22018689,37.05617714,0.170813574,1,0.4
14,all,3,3,9,1,9,38.07425476,37.86200696,,1,0.4
14,all,4,,1,1,5,12.4601449,12.06049271,0.598710954,1,0.4
14,all,4,,2,1,5,15.45369967,15.63679822,0.561631035,1,0.4
14,all,4,,3,1,5,18.26185484,18.69522992,0.331696511,0.5,0.4
14,all,4,,4,1,5,19.9203374,19.59562808,0.585467658,1,0.4
14,all,4,,5,1,5,22.84767569,22.98742033,0.598390779,1,0.4
14,all,4,,6,1,5,,,,0.5,
14,all,4,,7,1,5,,,,1,
14,all,4,,8,1,5,,,,1,
14,all,4,,9,1,5,,,,1,
15,all,1,,1,1,6,46.1245163,45.78067405,0.223323095,1,0.4
15,all,1,,2,1,6,47.24113178,47.02865913,0.362824598,1,0.4
15,all,1,,3,1,6,49.05525476,48.3204643,0.231561503,0.5,0.4
15,all,1,,4,1,6,50.21306228,49.6874632,0.307204525,1,0.4
15,all,1,,5,1,6,51.7490849,52.81761529,0.308766173,1,0.4
15,all,1,,6,1,6,53.29291577,53.37729445,0.089537213,0.5,0.4
15,all,1,,7,1,6,,,,1,
15,all,1,,8,1,6,,,,1,
15,all,1,,9,1,6,,,,1,
15,all,2,,1,1,9,35.94725281,36.15115845,0.369177393,1,0.4
15,all,2,,2,1,9,37.79313978,38.22869176,0.077742774,1,0.4
15,all,2,,3,1,9,38.18185365,38.52944705,0.115815103,0.5,0.4
15,all,2,,4,1,9,38.76092916,38.75885986,0.192157244,1,0.4
15,all,2,,5,1,9,39.72171538,39.7581316,0.323999225,1,0.4
15,all,2,,6,1,9,41.34171151,41.03869324,0.110991677,0.5,0.4
15,all,2,2,7,1,9,41.89666989,42.01472869,0.268170946,1,0.4
15,all,2,2,8,1,9,43.23752462,43.63700646,0.398457154,1,0.4
15,all,2,2,9,1,9,45.22981039,44.84105389,,1,0.4
15,all,3,,1,1,6,7.599070523,7.552447138,0.78306578,1,0.4
15,all,3,,2,1,6,11.51439942,11.38696615,0.656878217,1,0.4
15,all,3,,3,1,6,14.79879051,14.8495998,0.190973283,0.5,0.4
15,all,3,,4,1,6,15.75365692,15.70978694,0.567677593,1,0.4
15,all,3,,5,1,6,18.59204489,18.57201546,0.77848712,1,0.4
15,all,3,,6,1,6,22.48448049,23.44945732,0.418785715,0.5,0.4
15,all,3,,7,1,6,,,,1,
15,all,3,,8,1,6,,,,1,
15,all,3,,9,1,6,,,,1,
15,all,4,,1,1,9,10.93284879,11.18947809,0.430654622,1,0.4
15,all,4,,2,1,9,13.0861219,13.00491959,0.52856039,1,0.4
15,all,4,,3,1,9,15.72892384,15.72890845,0,0.5,0.4
15,all,4,,4,1,9,15.72892384,15.39908599,0.575145146,1,0.4
15,all,4,,5,1,9,18.60464957,18.38196581,0.504210047,1,0.4
15,all,4,,6,1,9,21.12569981,20.20912881,0.135350726,0.5,0.4
15,all,4,4,7,1,9,21.80245344,21.14150553,0.514447629,1,0.4
15,all,4,4,8,1,9,24.37469158,23.7461913,0.264001675,1,0.4
15,all,4,4,9,1,9,25.69469996,25.62257791,,1,0.4
16,all,1,,1,1,9,17.03190124,16.57207428,0.481888891,1,0.4
16,all,1,,2,1,9,19.44134569,20.02149559,0.51350193,1,0.4
16,all,1,,3,1,9,22.00885534,21.88974203,0.175312475,0.5,0.4
16,all,1,,4,1,9,22.88541771,23.62006217,0.567352026,1,0.4
16,all,1,,5,1,9,25.72217784,25.90807402,0.447386093,1,0.4
16,all,1,,6,1,9,27.95910831,28.12562001,0.261627005,0.5,0.4
16,all,1,1,7,1,9,29.26724333,30.07031294,0.474788631,1,0.4
16,all,1,1,8,1,9,31.64118649,32.12452022,0.224056966,1,0.4
16,all,1,1,9,1,9,32.76147132,32.94574733,,1,0.4
16,all,2,,1,1,9,15.51934155,15.37159605,0.726014,1,0.4
16,all,2,,2,1,9,19.14941155,19.40277874,0.434787846,1,0.4
16,all,2,,3,1,9,21.32335078,20.76988656,0.29019503,0.5,0.4
16,all,2,,4,1,9,22.77432593,23.37995326,0.68684487,1,0.4
16,all,2,,5,1,9,26.20855028,25.83089408,0.544045139,1,0.4
16,all,2,,6,1,9,28.92877598,28.84431321,0.207664388,0.5,0.4
16,all,2,2,7,1,9,29.96709792,30.44298513,0.424581826,1,0.4
16,all,2,2,8,1,9,32.09000705,32.52760531,0.413513663,1,0.4
16,all,2,2,9,1,9,34.15757536,33.5006376,,1,0.4
16,all,3,,1,1,9,14.70150217,14.59221539,0.403939081,1,0.4
16,all,3,,2,1,9,16.72119758,16.58306414,0.346303391,1,0.4
16,all,3,,3,1,9,18.45271453,18.46583244,0.379984472,0.5,0.4
16,all,3,,4,1,9,20.35263689,20.48510823,0.524348419,1,0.4
16,all,3,,5,1,9,22.97437898,23.26640643,0.631816863,1,0.4
16,all,3,,6,1,9,26.1334633,26.55228927,0.269463559,0.5,0.4
16,all,3,3,7,1,9,27.48078109,27.18892423,0.4830457,1,0.4
16,all,3,3,8,1,9,29.89600959,29.89042546,0.195902511,1,0.4
16,all,3,3,9,1,9,30.87552215,31.19056456,,1,0.4
16,all,4,,1,1,1,9.464264383,9.104073908,0.759962857,1,0.4
16,all,4,,2,1,1,,,,1,
16,all,4,,3,1,1,,,,0.5,
16,all,4,,4,1,1,,,,1,
16,all,4,,5,1,1,,,,1,
16,all,4,,6,1,1,,,,0.5,
16,all,4,,7,1,1,,,,1,
16,all,4,,8,1,1,,,,1,
16,all,4,,9,1,1,,,,1,
16,all,5,,1,1,1,8.435320978,8.792898781,0.734719645,1,0.4
16,all,5,,2,1,1,,,,1,
16,all,5,,3,1,1,,,,0.5,
16,all,5,,4,1,1,,,,1,
16,all,5,,5,1,1,,,,1,
16,all,5,,6,1,1,,,,0.5,
16,all,5,,7,1,1,,,,1,
16,all,5,,8,1,1,,,,1,
16,all,5,,9,1,1,,,,1,
17,all,1,,1,1,9,38.58367674,38.48861718,0.339285803,1,0.4
17,all,1,,2,1,9,40.28010576,40.33256827,0.363637497,1,0.4
17,all,1,,3,1,9,42.09829325,41.97530666,0.103459254,0.5,0.4
17,all,1,,4,1,9,42.61558951,43.05367309,0.347444232,1,0.4
17,all,1,,5,1,9,44.35281068,45.2563273,0.26651729,1,0.4
17,all,1,,6,1,9,45.68539713,45.45379088,0.1282492,0.5,0.4
17,all,1,1,7,1,9,46.32664313,46.66453637,0.468946826,1,0.4
17,all,1,1,8,1,9,48.67137726,49.1186939,0.345716472,1,0.4
17,all,1,1,9,1,9,50.39995962,50.56242045,,1,0.4
17,all,2,,1,1,9,12.08373246,11.62385625,0.587367602,1,0.4
17,all,2,,2,1,9,15.02057047,14.53777751,0.5207003,1,0.4
17,all,2,,3,1,9,17.62407197,17.18082964,0.362680674,0.5,0.4
17,all,2,,4,1,9,19.43747534,19.20169709,0.370868241,1,0.4
17,all,2,,5,1,9,21.29181654,21.71407058,0.441727555,1,0.4
17,all,2,,6,1,9,23.50045432,23.35216691,0.127811762,0.5,0.4
17,all,2,2,7,1,9,24.13951313,24.20251855,0.388876658,1,0.4
17,all,2,2,8,1,9,26.08389642,25.6885677,0.532986717,1,0.4
17,all,2,2,9,1,9,28.74883,28.8692821,,1,0.4
17,all,3,,1,4,6,,,,1,
17,all,3,,2,4,6,,,,1,
17,all,3,,3,4,6,,,,0.5,
17,all,3,,4,4,6,0.504294974,,0.949512754,1,
17,all,3,,5,4,6,5.251858744,5.355267211,0.759368188,1,0.4
17,all,3,,6,4,6,9.048699684,8.924249502,0.312677308,0.5,0.4
17,all,3,,7,4,6,,,,1,
17,all,3,,8,4,6,,,,1,
17,all,3,,9,4,6,,,,1,
17,all,4,,1,1,8,7.638096482,7.530522913,0.539467205,1,0.4
17,all,4,,2,1,8,10.3354325,10.59628653,0.674986205,1,0.4
17,all,4,,3,1,8,13.71036353,13.22192768,0.245059909,0.5,0.4
17,all,4,,4,1,8,14.93566307,14.74399191,0.597739829,1,0.4
17,all,4,,5,1,8,17.92436222,18.17442817,0.277186846,1,0.4
17,all,4,,6,1,8,19.31029645,19.74797825,0.345935926,0.5,0.4
17,all,4,4,7,1,8,21.03997608,20.67786462,0.592735077,1,0.4
17,all,4,4,8,1,8,24.00365146,24.56849705,0.477773587,1,0.4
17,all,4,,9,1,8,,,,1,
18,all,1,,1,1,9,11.97277164,12.41488182,0.476615488,1,0.4
18,all,1,,2,1,9,14.35584908,14.59176971,0.698110572,1,0.4
18,all,1,,3,1,9,17.84640194,17.57930637,0.011481848,0.5,0.4
18,all,1,,4,1,9,17.90381118,18.56052193,0.563501546,1,0.4
18,all,1,,5,1,9,20.72131891,20.39104898,0.662740277,1,0.4
18,all,1,,6,1,9,24.03502029,23.55050311,0.303255473,0.5,0.4
18,all,1,1,7,1,9,25.55129766,24.98482453,0.39392856,1,0.4
18,all,1,1,8,1,9,27.52094046,27.6396635,0.411930826,1,0.4
18,all,1,1,9,1,9,29.58059459,29.37073407,,1,0.4
18,all,2,,1,1,9,22.01508975,21.68480166,0.36519152,1,0.4
18,all,2,,2,1,9,23.84104735,23.87054656,0.198396509,1,0.4
18,all,2,,3,1,9,24.83302989,24.63574348,0.227512488,0.5,0.4
18,all,2,,4,1,9,25.97059233,26.32847166,0.383168115,1,0.4
18,all,2,,5,1,9,27.88643291,27.94411142,0.398635467,1,0.4
18,all,2,,6,1,9,29.87961025,30.13640492,0.305824394,0.5,0.4
18,all,2,2,7,1,9,31.40873222,32.48144216,0.640363829,1,0.4
18,all,2,2,8,1,9,34.61055136,34.34738368,0.350224066,1,0.4
18,all,2,2,9,1,9,36.36167169,36.58297915,,1,0.4
18,all,3,,1,7,7,,,,1,
18,all,3,,2,7,7,,,,1,
18,all,3,,3,7,7,,,,0.5,
18,all,3,,4,7,7,,,,1,
18,all,3,,5,7,7,,,,1,
18,all,3,,6,7,7,,,,0.5,
18,all,3,,7,7,7,0.522572669,,0.961105118,1,
18,all,3,,8,7,7,,,,1,
18,all,3,,9,7,7,,,,1,
18,all,4,,1,5,7,,,,1,
18,all,4,,2,5,7,,,,1,
18,all,4,,3,5,7,,,,0.5,
18,all,4,,4,5,7,,,,1,
18,all,4,,5,5,7,0.722968517,,0.679888148,1,
18,all,4,,6,5,7,4.122409257,4.362454496,0.20265081,0.5,0.4
18,all,4,4,7,5,7,5.135663304,5.454952008,0.665310767,1,0.4
18,all,4,,8,5,7,,,,1,
18,all,4,,9,5,7,,,,1,
19,all,1,,1,2,3,,,,1,
19,all,1,,2,2,3,0.492831068,,0.792392581,1,
19,all,1,,3,2,3,4.454793975,3.967960785,0.337946977,0.5,0.4
19,all,1,,4,2,3,,,,1,
19,all,1,,5,2,3,,,,1,
19,all,1,,6,2,3,,,,0.5,
19,all,1,,7,2,3,,,,1,
19,all,1,,8,2,3,,,,1,
19,all,1,,9,2,3,,,,1,
19,all,2,,1,1,2,18.92422393,18.46300271,0.416128241,1,0.4
19,all,2,,2,1,2,21.00486513,21.08811784,0.548936131,1,0.4
19,all,2,,3,1,2,,,,0.5,
19,all,2,,4,1,2,,,,1,
19,all,2,,5,1,2,,,,1,
19,all,2,,6,1,2,,,,0.5,
19,all,2,,7,1,2,,,,1,
19,all,2,,8,1,2,,,,1,
19,all,2,,9,1,2,,,,1,
19,all,3,,1,1,3,4.525328927,4.196011389,0.943426455,1,0.4
19,all,3,,2,1,3,9.2424612,9.121917028,0.569766539,1,0.4
19,all,3,,3,1,3,12.09129389,12.53780243,0.383737768,0.5,0.4
19,all,3,,4,1,3,,,,1,
19,all,3,,5,1,3,,,,1,
19,all,3,,6,1,3,,,,0.5,
19,all,3,,7,1,3,,,,1,
19,all,3,,8,1,3,,,,1,
19,all,3,,9,1,3,,,,1,
19,all,4,,1,1,9,5.139383618,4.929296979,0.722299898,1,0.4
19,all,4,,2,1,9,8.750883106,8.453656394,0.548177802,1,0.4
19,all,4,,3,1,9,11.49177211,11.79304363,0.263760433,0.5,0.4
19,all,4,,4,1,9,12.81057428,12.77367256,0.489804216,1,0.4
19,all,4,,5,1,9,15.25959536,15.56521888,0.447780875,1,0.4
19,all,4,,6,1,9,17.49849973,17.16614229,0,0.5,0.4
19,all,4,4,7,1,9,17.49849973,17.9865144,0.525884341,1,0.4
19,all,4,4,8,1,9,20.12792144,20.00949108,0.361678211,1,0.4
19,all,4,4,9,1,9,21.93631249,22.01329219,,1,0.4
19,all,5,,1,1,9,8.540345762,8.218280376,0.628215387,1,0.4
19,all,5,,2,1,9,11.6814227,12.05185776,0.742516442,1,0.4
19,all,5,,3,1,9,15.39400491,15.77281171,0.246778701,0.5,0.4
19,all,5,,4,1,9,16.62789841,16.49917923,0.526935309,1,0.4
19,all,5,,5,1,9,19.26257496,19.57154427,0.306881885,1,0.4
19,all,5,,6,1,9,20.79698439,20.70034019,0.196150979,0.5,0.4
19,all,5,5,7,1,9,21.77773928,21.86284767,0.608504663,1,0.4
19,all,5,5,8,1,9,24.8202626,25.1505005,0.61997783,1,0.4
19,all,5,5,9,1,9,27.92015175,28.14537154,,1,0.4
19,all,6,,1,1,9,1.655863188,0.903275803,0.826493359,1,0.4
19,all,6,,2,1,9,5.788329983,5.150855276,0.805071536,1,0.4
19,all,6,,3,1,9,9.813687661,10.01013175,0.307411084,0.5,0.4
19,all,6,,4,1,9,11.35074308,11.56287215,0.740415716,1,0.4
19,all,6,,5,1,9,15.05282166,15.19402747,0.426201716,1,0.4
19,all,6,,6,1,9,17.18383023,17.30790552,0.282587144,0.5,0.4
19,all,6,6,7,1,9,18.59676595,18.59191112,0.66816516,1,0.4
19,all,6,6,8,1,9,21.93759175,21.43042592,0.323285678,1,0.4
19,all,6,6,9,1,9,23.55402014,23.37252161,,1,0.4
20,all,1,,1,1,2,18.84113328,18.86780129,0.600159615,1,0.4
20,all,1,,2,1,2,21.84193135,21.21539192,0.338051218,1,0.4
20,all,1,,3,1,2,,,,0.5,
20,all,1,,4,1,2,,,,1,
20,all,1,,5,1,2,,,,1,
20,all,1,,6,1,2,,,,0.5,
20,all,1,,7,1,2,,,,1,
20,all,1,,8,1,2,,,,1,
20,all,1,,9,1,2,,,,1,
20,all,2,,1,8,9,,,,1,
20,all,2,,2,8,9,,,,1,
20,all,2,,3,8,9,,,,0.5,
20,all,2,,4,8,9,,,,1,
20,all,2,,5,8,9,,,,1,
20,all,2,,6,8,9,,,,0.5,
20,all,2,,7,8,9,,,,1,
20,all,2,,8,8,9,0.637961654,,0.957207498,1,
20,all,2,2,9,8,9,5.423999145,5.006337513,,1,0.4
20,all,3,,1,1,6,19.17259281,19.68511301,0.509353189,1,0.4
20,all,3,,2,1,6,21.71935875,21.90556814,0.455325197,1,0.4
20,all,3,,3,1,6,23.99598474,23.01966665,0.187121556,0.5,0.4
20,all,3,,4,1,6,24.93159252,25.43333721,0.415999546,1,0.4
20,all,3,,5,1,6,27.01159025,26.9248498,0.416229245,1,0.4
20,all,3,,6,1,6,29.09273648,28.99350463,0.232911915,0.5,0.4
20,all,3,,7,1,6,,,,1,
20,all,3,,8,1,6,,,,1,
20,all,3,,9,1,6,,,,1,
20,all,4,,1,3,3,,,,1,
20,all,4,,2,3,3,,,,1,
20,all,4,,3,3,3,0.86939573,,0.244189655,0.5,
20,all,4,,4,3,3,,,,1,
20,all,4,,5,3,3,,,,1,
20,all,4,,6,3,3,,,,0.5,
20,all,4,,7,3,3,,,,1,
20,all,4,,8,3,3,,,,1,
20,all,4,,9,3,3,,,,1,
20,all,5,,1,5,9,,,,1,
20,all,5,,2,5,9,,,,1,
20,all,5,,3,5,9,,,,0.5,
20,all,5,,4,5,9,,,,1,
20,all,5,,5,5,9,0.495018494,,0.785413106,1,
20,all,5,,6,5,9,4.422084024,3.813862231,0.463510568,0.5,0.4
20,all,5,5,7,5,9,6.739636864,7.023347957,0.760747763,1,0.4
20,all,5,5,8,5,9,10.54337568,9.894674077,0.773721153,1,0.4
20,all,5,5,9,5,9,14.41198145,14.34321143,,1,0.4
20,all,6,,1,1,9,8.344476976,7.446646855,0.495798382,1,0.4
20,all,6,,2,1,9,10.82346889,10.27711361,0.753712768,1,0.4
20,all,6,,3,1,9,14.59203273,15.18892961,0.451664757,0.5,0.4
20,all,6,,4,1,9,16.85035651,16.40419121,0.547343468,1,0.4
20,all,6,,5,1,9,19.58707385,19.57813203,0.562964026,1,0.4
20,all,6,,6,1,9,22.40189399,22.26550479,0.146019626,0.5,0.4
20,all,6,6,7,1,9,23.13199212,23.80658627,0.419394023,1,0.4
20,all,6,6,8,1,9,25.22896223,25.28659068,0.461411366,1,0.4
20,all,6,6,9,1,9,27.53601906,28.34691137,,1,0.4
